All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID
02/22/2019,"PDC Energy, Inc. (NasdaqGS:PDCE)",NasdaqGS:PDCE,Investor Activism,Announced,-,"Kimmeridge Energy Management Company, LLC",-,IQTR603860227
02/22/2019,Newmont Goldcorp Corporation (NYSE:NEM),NYSE:NEM,Investor Activism,Settled,-,Barrick Gold Corporation (TSX:ABX),-,IQTR604141064
02/22/2019,Independent Bank Corp. (NasdaqGS:INDB),NasdaqGS:INDB,Investor Activism,Announced,-,"PL Capital Advisors, LLC",-,IQTR604678843
02/22/2019,"Midstates Petroleum Company, Inc. (NYSE:MPO)",NYSE:MPO,Investor Activism,Announced,-,Avenue Capital Management II LP,-,IQTR604705216
02/22/2019,"Agro-Kanesho Co., Ltd. (TSE:4955)",TSE:4955,Investor Activism,Announced,-,United Managers Japan Incorporated,-,IQTR607813028
02/21/2019,"ASTMAX Co., Ltd. (JASDAQ:7162)",JASDAQ:7162,Investor Activism,Announced,-,Hibiki Path Advisors Pte. Ltd.,-,IQTR607813601
02/20/2019,W. R. Grace & Co. (NYSE:GRA),NYSE:GRA,Investor Activism,Settled,-,40 North Management LLC,-,IQTR603677750
02/20/2019,Bristol-Myers Squibb Company (NYSE:BMY),NYSE:BMY,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR603733750
02/20/2019,Ophir Energy Plc (LSE:OPHR),LSE:OPHR,Investor Activism,Announced,-,Petrus Advisers LLP,-,IQTR607651324
02/20/2019,Leopalace21 Corporation (TSE:8848),TSE:8848,Investor Activism,Announced,-,"Taiyo Pacific Partners, LP",-,IQTR612265284
02/19/2019,IRIDEX Corporation (NasdaqGM:IRIX),NasdaqGM:IRIX,Investor Activism,Announced,-,-,-,IQTR603131430
02/19/2019,"CenturyLink, Inc. (NYSE:CTL)",NYSE:CTL,Investor Activism,Announced,-,"Southeastern Asset Management, Inc.",-,IQTR603137065
02/19/2019,Caesars Entertainment Corporation (NasdaqGS:CZR),NasdaqGS:CZR,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR603164891
02/19/2019,"Donnelley Financial Solutions, Inc. (NYSE:DFIN)",NYSE:DFIN,Investor Activism,Settled,-,"Simcoe Capital Management, LLC",-,IQTR603229728
02/19/2019,"PHI, Inc. (OTCPK:PHII.Q)",OTCPK:PHII.Q,Investor Activism,Announced,-,-,-,IQTR603713907
02/19/2019,"SunCoke Energy, Inc. (NYSE:SXC)",NYSE:SXC,Investor Activism,Announced,-,"Capital Family Holdings, Inc",-,IQTR603715728
02/19/2019,MRK Holdings Inc. (TSE:9980),TSE:9980,Investor Activism,Announced,-,"RIZAP GROUP, Inc. (SPSE:2928)",-,IQTR612268884
02/18/2019,Gulf Marine Services PLC (LSE:GMS),LSE:GMS,Investor Activism,Announced,-,Ithmar Capital Partners Ltd,-,IQTR602979720
02/18/2019,"TRADE WORKS Co., Ltd (JASDAQ:3997)",JASDAQ:3997,Investor Activism,Announced,-,-,-,IQTR612277228
02/16/2019,Hewlett Packard Enterprise Company (NYSE:HPE),NYSE:HPE,Investor Activism,Unsuccessful,-,-,-,IQTR602890023
02/16/2019,"EDP - Energias de Portugal, S.A. (ENXTLS:EDP)",ENXTLS:EDP,Investor Activism,Announced,-,Elliott Management Corporation,-,IQTR602959393
02/15/2019,HollyFrontier Corporation (NYSE:HFC),NYSE:HFC,Investor Activism,Announced,-,"Turtle Creek Management, LLC",-,IQTR602664549
02/14/2019,Ivy Funds - Ivy High Income Opportunities Fund (NYSE:IVH),NYSE:IVH,Investor Activism,Announced,-,"Saba Capital Management, L.P.",-,IQTR602443002
02/14/2019,"Laredo Petroleum, Inc. (NYSE:LPI)",NYSE:LPI,Investor Activism,Announced,-,SailingStone Capital Partners LLC,-,IQTR602446735
02/13/2019,"Glowpoint, Inc. (AMEX:GLOW)",AMEX:GLOW,Investor Activism,Announced,-,-,-,IQTR602246916
02/13/2019,Penn Virginia Corporation (NasdaqGS:PVAC),NasdaqGS:PVAC,Investor Activism,Successful,-,"Contrarian Capital Management, L.L.C.",-,IQTR602311396
02/13/2019,"Nippon Antenna Co., Ltd. (JASDAQ:6930)",JASDAQ:6930,Investor Activism,Announced,-,M&S LLC,-,IQTR612270456
02/12/2019,"Zayo Group Holdings, Inc. (NYSE:ZAYO)",NYSE:ZAYO,Investor Activism,Announced,-,Sachem Head Capital Management,-,IQTR602030717
02/12/2019,AECOM (NYSE:ACM),NYSE:ACM,Investor Activism,Announced,-,-,-,IQTR602055262
02/12/2019,"SeaChange International, Inc. (NasdaqGS:SEAC)",NasdaqGS:SEAC,Investor Activism,Announced,-,Neuberger Berman Group LLC,-,IQTR602106410
02/12/2019,GameStop Corp. (NYSE:GME),NYSE:GME,Investor Activism,Settled,-,Hestia Capital Management LLC,-,IQTR602119716
02/12/2019,OncoCyte Corporation (AMEX:OCX),AMEX:OCX,Investor Activism,Announced,-,-,-,IQTR602154522
02/11/2019,Starbucks Corporation (NasdaqGS:SBUX),NasdaqGS:SBUX,Investor Activism,Announced,-,As You Sow Foundation,-,IQTR601885675
02/11/2019,Panalpina Welttransport (Holding) AG (SWX:PWTN),SWX:PWTN,Investor Activism,Announced,-,Artisan Partners Limited Partnership,-,IQTR601950558
02/11/2019,Medley Capital Corporation (NYSE:MCC),NYSE:MCC,Investor Activism,Announced,-,"Origami Capital Partners, LLC",-,IQTR602107581
02/08/2019,PLx Pharma Inc. (NasdaqCM:PLXP),NasdaqCM:PLXP,Investor Activism,Announced,-,-,-,IQTR601647210
02/08/2019,Ascent Industries Corp. (CNSX:ASNT),CNSX:ASNT,Investor Activism,Settled,-,-,-,IQTR601827805
02/08/2019,Invesco Dynamic Credit Opportunities Fund (NYSE:VTA),NYSE:VTA,Investor Activism,Announced,-,"Saba Capital Management, L.P.",-,IQTR601828274
02/08/2019,Invesco Senior Income Trust (NYSE:VVR),NYSE:VVR,Investor Activism,Announced,-,"Saba Capital Management, L.P.",-,IQTR601829714
02/07/2019,"Capstar Financial Holdings, Inc. (NasdaqGS:CSTR)",NasdaqGS:CSTR,Investor Activism,Unsuccessful,-,-,-,IQTR601421176
02/07/2019,B.O.S Better Online Solutions Ltd. (NasdaqCM:BOSC),NasdaqCM:BOSC,Investor Activism,Unsuccessful,-,L.I.A. Pure Capital Ltd.,-,IQTR601426620
02/07/2019,Cadiz Inc. (NasdaqGM:CDZI),NasdaqGM:CDZI,Investor Activism,Announced,-,"Lampe, Conway & Co. LLC",-,IQTR601483652
02/07/2019,"ND Software co., Ltd. (TSE:3794)",TSE:3794,Investor Activism,Announced,-,"JKE Co., Ltd.",-,IQTR611384129
02/06/2019,Nvoi Limited (ASX:NVO),ASX:NVO,Investor Activism,Unsuccessful,-,-,-,IQTR601212817
02/06/2019,CRH plc (ISE:CRG),ISE:CRG,Investor Activism,Announced,-,Cevian Capital AB,-,IQTR601466766
02/06/2019,Tix Corporation (OTCPK:TIXC),OTCPK:TIXC,Investor Activism,Announced,-,"HSB Capital Partners, L.P.",-,IQTR601602192
02/05/2019,Labrador Iron Ore Royalty Corporation (TSX:LIF),TSX:LIF,Investor Activism,Announced,-,Altius Minerals Corporation (TSX:ALS),-,IQTR601102496
02/05/2019,Legacy Reserves Inc. (NasdaqGS:LGCY),NasdaqGS:LGCY,Investor Activism,Announced,-,"Baines Creek Capital, LLC",-,IQTR601106613
02/04/2019,"Papa John's International, Inc. (NasdaqGS:PZZA)",NasdaqGS:PZZA,Investor Activism,Successful,-,Starboard Value LP,-,IQTR600907117
02/04/2019,"Argo Group International Holdings, Ltd. (NYSE:ARGO)",NYSE:ARGO,Investor Activism,Announced,-,"Voce Capital Management, LLC",-,IQTR601107759
02/04/2019,Factor Therapeutics Limited (ASX:FTT),ASX:FTT,Investor Activism,Unsuccessful,-,Pura Vida Energy NL (ASX:PVD),-,IQTR601377808
02/04/2019,Namaste Technologies Inc. (TSXV:N),TSXV:N,Investor Activism,Settled,-,-,-,IQTR605803791
02/04/2019,"Kosaido Co., Ltd. (TSE:7868)",TSE:7868,Investor Activism,Announced,-,"Reno Co., Ltd.",-,IQTR612263788
02/01/2019,Invesco High Income Trust II (NYSE:VLT),NYSE:VLT,Investor Activism,Announced,-,"Saba Capital Management, L.P.",-,IQTR600629080
02/01/2019,Vical Incorporated (NasdaqCM:VICL),NasdaqCM:VICL,Investor Activism,Announced,-,-,-,IQTR600647249
02/01/2019,Ultra Petroleum Corp. (NasdaqGS:UPL),NasdaqGS:UPL,Investor Activism,Announced,-,Avenue Capital Management II LP,-,IQTR600649141
02/01/2019,Medley Capital Corporation (NYSE:MCC),NYSE:MCC,Investor Activism,Announced,-,"Nexpoint Advisors, L.P.",-,IQTR601137220
02/01/2019,Descente Ltd. (TSE:8114),TSE:8114,Investor Activism,Announced,-,ITOCHU Corporation (TSE:8001),-,IQTR607814218
01/31/2019,"Empire Bancorp, Inc. (OTCPK:EMPK)",OTCPK:EMPK,Investor Activism,Announced,-,Blue Lion Capital,-,IQTR600618977
01/31/2019,"21LADY Co., Ltd. (NSE:3346)",NSE:3346,Investor Activism,Announced,-,"Siam Partners Co., Ltd.",-,IQTR607812877
01/31/2019,VeriServe Corporation,-,Investor Activism,Successful,-,SCSK Corporation (TSE:9719),-,IQTR611386188
01/30/2019,Gulf Marine Services PLC (LSE:GMS),LSE:GMS,Investor Activism,Announced,-,Seafox,-,IQTR600279874
01/30/2019,"Parks! America, Inc. (OTCPK:PRKA)",OTCPK:PRKA,Investor Activism,Announced,-,-,-,IQTR600354170
01/29/2019,Crusader Resources Limited (ASX:CAS),ASX:CAS,Investor Activism,Announced,-,-,-,IQTR600141548
01/29/2019,Stock Spirits Group PLC (LSE:STCK),LSE:STCK,Investor Activism,Unsuccessful,-,Western Gate Private Investments Limited,-,IQTR600179131
01/29/2019,Shaftesbury PLC (LSE:SHB),LSE:SHB,Investor Activism,Unsuccessful,-,-,-,IQTR601456664
01/28/2019,Telenor ASA (OB:TEL),OB:TEL,Investor Activism,Announced,-,Constructive Capital,-,IQTR600187886
01/28/2019,Kuuhubb Inc. (TSXV:KUU),TSXV:KUU,Investor Activism,Announced,-,-,-,IQTR600196917
01/26/2019,Flybe Group PLC,-,Investor Activism,Announced,-,Hosking Partners LLP,-,IQTR600189238
01/25/2019,Eaton Vance Municipal Bond Fund II,-,Investor Activism,Settled,-,Karpus Management Inc.,-,IQTR599925088
01/25/2019,"SPAR Group, Inc. (NasdaqCM:SGRP)",NasdaqCM:SGRP,Investor Activism,Announced,-,-,-,IQTR600063211
01/25/2019,"Hudson Global, Inc (NasdaqGS:HSON)",NasdaqGS:HSON,Investor Activism,Announced,-,Cannell Capital LLC,-,IQTR604799572
01/24/2019,Palladium One Mining Inc. (TSXV:PDM),TSXV:PDM,Investor Activism,Settled,-,-,-,IQTR599815460
01/24/2019,Solidium Oy,-,Investor Activism,Announced,-,Karpus Management Inc.,-,IQTR600072128
01/24/2019,"Kanematsu Engineering Co., Ltd. (TSE:6402)",TSE:6402,Investor Activism,Announced,-,"Senko Kogyosho, K.K.",-,IQTR612263166
01/22/2019,eBay Inc. (NasdaqGS:EBAY),NasdaqGS:EBAY,Investor Activism,Successful,-,Elliott Management Corporation,-,IQTR599247412
01/22/2019,"SeaChange International, Inc. (NasdaqGS:SEAC)",NasdaqGS:SEAC,Investor Activism,Settled,-,Tar Holdings Llc,-,IQTR599276661
01/21/2019,Pacific Dairies Limited,-,Investor Activism,Announced,-,-,-,IQTR599143071
01/21/2019,Telecom Italia S.p.A. (BIT:TIT),BIT:TIT,Investor Activism,Announced,-,-,-,IQTR600623739
01/21/2019,Mindtree Limited (NSEI:MINDTREE),NSEI:MINDTREE,Investor Activism,Announced,-,Larsen & Toubro Limited (BSE:500510),-,IQTR608483051
01/18/2019,"NN, Inc. (NasdaqGS:NNBR)",NasdaqGS:NNBR,Investor Activism,Settled,-,"Legion Partners Asset Management, LLC",-,IQTR598865838
01/17/2019,"Lee Enterprises, Incorporated (NYSE:LEE)",NYSE:LEE,Investor Activism,Announced,-,Cannell Capital LLC,-,IQTR598665282
01/17/2019,PG&E Corporation (NYSE:PCG),NYSE:PCG,Investor Activism,Settled,-,BlueMountain Capital Management LLC,-,IQTR598668814
01/17/2019,Nuveen Ohio Quality Municipal Income Fund (NYSE:NUO),NYSE:NUO,Investor Activism,Announced,-,"Ancora Advisors, LLC",-,IQTR598690575
01/17/2019,DNB Financial Corporation (NasdaqCM:DNBF),NasdaqCM:DNBF,Investor Activism,Unsuccessful,-,Driver Management Company LLC,-,IQTR598715083
01/14/2019,"Gannett Co., Inc. (NYSE:GCI)",NYSE:GCI,Investor Activism,Announced,-,"MNG Enterprises, Inc.",-,IQTR598356195
01/11/2019,Stuart Olson Inc. (TSX:SOX),TSX:SOX,Investor Activism,Announced,-,"Crescendo Partners, L.P.; Jamarant Capital",-,IQTR598040185
01/10/2019,Capricorn Metals Limited (ASX:CMM),ASX:CMM,Investor Activism,Successful,-,Nero Resource Fund Pty Ltd,-,IQTR597752506
01/10/2019,Angus Energy plc (AIM:ANGS),AIM:ANGS,Investor Activism,Withdrawn,-,-,-,IQTR597877023
01/10/2019,"The Fukushima Bank, Ltd. (TSE:8562)",TSE:8562,Investor Activism,Announced,-,"Prospect Asset Management, Inc.",-,IQTR600434480
01/10/2019,"Carta Holdings, Inc. (TSE:3688)",TSE:3688,Investor Activism,Announced,-,Dentsu Inc. (TSE:4324),-,IQTR607814069
01/09/2019,"Health Insurance Innovations, Inc. (NasdaqGM:HIIQ)",NasdaqGM:HIIQ,Investor Activism,Withdrawn,-,Cannell Capital LLC,-,IQTR597646047
01/09/2019,Bristow Group Inc. (NYSE:BRS),NYSE:BRS,Investor Activism,Announced,-,Global Value Investment Corp,-,IQTR597663618
01/07/2019,Cauldron Energy Limited (ASX:CXU),ASX:CXU,Investor Activism,Announced,-,Starry World Investment Limited,-,IQTR597358910
01/07/2019,"Dollar Tree, Inc. (NasdaqGS:DLTR)",NasdaqGS:DLTR,Investor Activism,Withdrawn,-,Starboard Value LP,-,IQTR597365260
01/07/2019,Golden Queen Mining Co. Ltd. (TSX:GQM),TSX:GQM,Investor Activism,Announced,-,-,-,IQTR597428461
01/07/2019,Rowan Companies plc,-,Investor Activism,Announced,-,"Canyon Capital Advisors, LLC",-,IQTR597524406
01/07/2019,ZEAL Network SE (XTRA:TIM),XTRA:TIM,Investor Activism,Announced,-,Lottoland Holdings Limited,-,IQTR599266836
01/07/2019,"QEP Resources, Inc. (NYSE:QEP)",NYSE:QEP,Investor Activism,Announced,-,Elliott Management Corporation,-,IQTR602273917
01/04/2019,"Benchmark Electronics, Inc. (NYSE:BHE)",NYSE:BHE,Investor Activism,Settled,-,"Engaged Capital, LLC",-,IQTR597176853
01/02/2019,Componenta Corporation (HLSE:CTH1V),HLSE:CTH1V,Investor Activism,Announced,-,"Elo Mutual Pension Insurance Company, Asset Management Arm; Varma Mutual Pension Insurance Company, Asset Management Arm",-,IQTR596835700
01/02/2019,Guyana Goldfields Inc. (TSX:GUY),TSX:GUY,Investor Activism,Settled,-,Northfield Capital Corporation (TSXV:NFD.A),-,IQTR607662589
12/27/2018,"PCTEL, Inc. (NasdaqGS:PCTI)",NasdaqGS:PCTI,Investor Activism,Announced,-,"Chain Of Lakes Investment Fund, LLC",-,IQTR596356490
12/27/2018,Aphria Inc. (TSX:APHA),TSX:APHA,Investor Activism,Announced,-,Green Growth Brands Inc. (CNSX:GGB),-,IQTR601242359
12/26/2018,Unico American Corporation (NasdaqGM:UNAM),NasdaqGM:UNAM,Investor Activism,Announced,-,Ambina Partners LLC,-,IQTR596264293
12/26/2018,"LEC, Inc. (TSE:7874)",TSE:7874,Investor Activism,Announced,-,Dalton Investments LLC,-,IQTR600429951
12/21/2018,Nordea Bank Abp (OM:NDA SE),OM:NDA SE,Investor Activism,Announced,-,Cevian Capital Partners Limited,-,IQTR597898605
12/21/2018,"EM Systems Co., Ltd. (TSE:4820)",TSE:4820,Investor Activism,Announced,-,United Managers Japan Incorporated,-,IQTR600430454
12/21/2018,Metallica Minerals Limited (ASX:MLM),ASX:MLM,Investor Activism,Successful,-,-,-,IQTR605426645
12/20/2018,"Nocopi Technologies, Inc. (OTCPK:NNUP)",OTCPK:NNUP,Investor Activism,Announced,-,"SRK Capital, LLC",-,IQTR595692300
12/19/2018,Medley Capital Corporation (NYSE:MCC),NYSE:MCC,Investor Activism,Announced,-,"Moab Capital Partners, LLC",-,IQTR595592560
12/19/2018,Houston Wire & Cable Company (NasdaqGS:HWCC),NasdaqGS:HWCC,Investor Activism,Announced,-,"Nierenberg Investment Management Company, Inc.",-,IQTR595604086
12/19/2018,Kyushu Railway Company (TSE:9142),TSE:9142,Investor Activism,Announced,-,Fir Tree Partners,-,IQTR605983686
12/18/2018,Sequoia Financial Group Limited (ASX:SEQ),ASX:SEQ,Investor Activism,Successful,-,Cojones Pty Ltd,-,IQTR595381424
12/18/2018,TransAct Technologies Incorporated (NasdaqGM:TACT),NasdaqGM:TACT,Investor Activism,Announced,-,"Grand Slam Asset Management, LLC",-,IQTR595496931
12/18/2018,"Document Security Systems, Inc. (AMEX:DSS)",AMEX:DSS,Investor Activism,Announced,-,-,-,IQTR595724708
12/17/2018,CBL Corporation Limited,-,Investor Activism,Announced,-,Oceanic Securities Pte Limited,-,IQTR595493798
12/17/2018,Just Eat plc (LSE:JE.),LSE:JE.,Investor Activism,Announced,-,Cat Rock Capital Management LP,-,IQTR595494158
12/17/2018,US Foods Holding Corp. (NYSE:USFD),NYSE:USFD,Investor Activism,Announced,-,Sachem Head Capital Management,-,IQTR595619906
12/17/2018,"Clovis Oncology, Inc. (NasdaqGS:CLVS)",NasdaqGS:CLVS,Investor Activism,Withdrawn,-,Armistice Capital LLC,-,IQTR602256198
12/14/2018,"Lindblad Expeditions Holdings, Inc. (NasdaqCM:LIND)",NasdaqCM:LIND,Investor Activism,Announced,-,ValueAct Capital Management L.P.,-,IQTR595161377
12/14/2018,Telecom Italia S.p.A. (BIT:TIT),BIT:TIT,Investor Activism,Announced,-,Vivendi SA (ENXTPA:VIV),-,IQTR598400739
12/14/2018,"Taisei Oncho Co., Ltd. (JASDAQ:1904)",JASDAQ:1904,Investor Activism,Announced,-,Dalton Investments LLC,-,IQTR600430229
12/13/2018,Sunningdale Tech Ltd (SGX:BHQ),SGX:BHQ,Investor Activism,Announced,-,"Quarz Capital Management, Ltd.",-,IQTR594841116
12/13/2018,Medley Capital Corporation (NYSE:MCC),NYSE:MCC,Investor Activism,Settled,-,FrontFour Capital Group LLC,-,IQTR594924918
12/13/2018,Johnson & Johnson (NYSE:JNJ),NYSE:JNJ,Investor Activism,Announced,-,-,-,IQTR597804063
12/12/2018,Empire Energy Group Limited (ASX:EEG),ASX:EEG,Investor Activism,Unsuccessful,-,Global Energy and Resources Development Limited,-,IQTR594687409
12/12/2018,Alterra Limited (ASX:1AG),ASX:1AG,Investor Activism,Unsuccessful,-,Sandon Capital Investments Limited (ASX:SNC),-,IQTR594714173
12/12/2018,Axa Property Trust (LSE:APT),LSE:APT,Investor Activism,Successful,-,-,-,IQTR594739842
12/12/2018,Pernod Ricard SA (ENXTPA:RI),ENXTPA:RI,Investor Activism,Successful,-,Elliott Advisors (UK) Limited,-,IQTR594768966
12/11/2018,Urals Energy Public Company Limited (OTCPK:UREY.F),OTCPK:UREY.F,Investor Activism,Successful,-,Adler Impex S.A.,-,IQTR594558952
12/11/2018,Avadel Pharmaceuticals plc (NasdaqGM:AVDL),NasdaqGM:AVDL,Investor Activism,Announced,-,"Broadfin Capital, LLC",-,IQTR594690980
12/10/2018,Gulfport Energy Corporation (NasdaqGS:GPOR),NasdaqGS:GPOR,Investor Activism,Announced,-,"Firefly Value Partners, LP",-,IQTR594433367
12/10/2018,"Veritone, Inc. (NasdaqGM:VERI)",NasdaqGM:VERI,Investor Activism,Withdrawn,-,Apis Capital Management LLC,-,IQTR594435784
12/10/2018,EQT Corporation (NYSE:EQT),NYSE:EQT,Investor Activism,Announced,-,-,-,IQTR594442074
12/10/2018,"The China Fund, Inc. (NYSE:CHN)",NYSE:CHN,Investor Activism,Announced,-,City of London Investment Management Company Limited,-,IQTR594448723
12/10/2018,Cars.com Inc. (NYSE:CARS),NYSE:CARS,Investor Activism,Announced,-,Starboard Value LP,-,IQTR594533507
12/10/2018,Yelp Inc. (NYSE:YELP),NYSE:YELP,Investor Activism,Announced,-,SQN Investors LP,-,IQTR594607960
12/07/2018,Walkabout Resources Limited (ASX:WKT),ASX:WKT,Investor Activism,Announced,-,-,-,IQTR594186886
12/07/2018,The Local Shopping REIT plc (LSE:LSR),LSE:LSR,Investor Activism,Unsuccessful,-,Thalassa Holdings Limited (LSE:THAL),-,IQTR594764569
12/07/2018,Bayer Aktiengesellschaft (DB:BAYN),DB:BAYN,Investor Activism,Announced,-,Elliott Management Corporation,-,IQTR597459072
12/07/2018,Voltari Corporation (OTCPK:VLTC),OTCPK:VLTC,Investor Activism,Successful,-,Icahn Capital LP,-,IQTR603228092
12/06/2018,Emperor Energy Limited (ASX:EMP),ASX:EMP,Investor Activism,Announced,-,-,-,IQTR594021543
12/06/2018,"Del Frisco's Restaurant Group, Inc. (NasdaqGS:DFRG)",NasdaqGS:DFRG,Investor Activism,Settled,-,"Engaged Capital, LLC",-,IQTR594025069
12/06/2018,Callidus Capital Corporation (TSX:CBL),TSX:CBL,Investor Activism,Announced,-,Braslyn Ltd,-,IQTR594175330
12/05/2018,The Reject Shop Limited (ASX:TRS),ASX:TRS,Investor Activism,Announced,-,Allensford Pty Ltd,-,IQTR593847348
12/05/2018,Altona Energy Plc,-,Investor Activism,Unsuccessful,-,-,-,IQTR593908276
12/04/2018,"Regional Health Properties, Inc. (AMEX:RHE)",AMEX:RHE,Investor Activism,Announced,-,-,-,IQTR593762682
12/04/2018,AGT Food and Ingredients Inc. (TSX:AGT),TSX:AGT,Investor Activism,Unsuccessful,-,"Letko, Brosseau & Associates Inc.",-,IQTR594629937
12/04/2018,Havilah Resources Limited (ASX:HAV),ASX:HAV,Investor Activism,Announced,-,-,-,IQTR598272439
12/04/2018,"Hogy Medical Co.,Ltd. (TSE:3593)",TSE:3593,Investor Activism,Announced,-,Dalton Investments LLC,-,IQTR600431688
12/03/2018,Novelion Therapeutics Inc. (NasdaqGS:NVLN),NasdaqGS:NVLN,Investor Activism,Announced,-,"Healthcare Value Capital, LLC",-,IQTR593626846
12/03/2018,Medley Capital Corporation (NYSE:MCC),NYSE:MCC,Investor Activism,Announced,-,"Roumell Asset Management, LLC",-,IQTR593909364
12/03/2018,Brookdale Senior Living Inc. (NYSE:BKD),NYSE:BKD,Investor Activism,Announced,-,"Land and Buildings Investment Management, LLC",-,IQTR602460435
12/03/2018,"Fcm Co.,Ltd.",-,Investor Activism,Successful,-,Aspirant Group SPC No. 5,-,IQTR607816975
11/30/2018,Horizon Global Corporation (NYSE:HZN),NYSE:HZN,Investor Activism,Successful,-,-,-,IQTR593401581
11/28/2018,Avadel Pharmaceuticals plc (NasdaqGM:AVDL),NasdaqGM:AVDL,Investor Activism,Announced,-,-,-,IQTR593097153
11/28/2018,MDC Partners Inc. (NasdaqGS:MDCA),NasdaqGS:MDCA,Investor Activism,Settled,-,FrontFour Capital Group LLC,-,IQTR593163914
11/28/2018,Oasmia Pharmaceutical AB (publ) (OM:OASM),OM:OASM,Investor Activism,Successful,-,Per Arwidsson Private and Arwidsro Investment Ab,-,IQTR593269620
11/28/2018,JINS Inc. (TSE:3046),TSE:3046,Investor Activism,Announced,-,Taiyo Fund Management Llc,-,IQTR600431005
11/27/2018,"Robix Environmental Technologies, Inc.",-,Investor Activism,Announced,-,-,-,IQTR593006236
11/27/2018,Alcentra Capital Corporation (NasdaqGS:ABDC),NasdaqGS:ABDC,Investor Activism,Announced,-,Stilwell Value LLC,-,IQTR593035005
11/26/2018,Crescent Point Energy Corp. (TSX:CPG),TSX:CPG,Investor Activism,Announced,-,Cation Capital Inc.,-,IQTR592770627
11/26/2018,Accelerate Resources Limited (ASX:AX8),ASX:AX8,Investor Activism,Settled,-,Gtt Global Opportunities Pty Ltd,-,IQTR592781681
11/26/2018,"Synacor, Inc. (NasdaqGM:SYNC)",NasdaqGM:SYNC,Investor Activism,Settled,-,180 Degree Capital Corp. (NasdaqGM:TURN),-,IQTR605370582
11/23/2018,Tikforce Limited (ASX:TKF),ASX:TKF,Investor Activism,Unsuccessful,-,"Alignment Capital Pty Ltd, Asset Management Arm",-,IQTR592394089
11/21/2018,"NTN Buzztime, Inc. (AMEX:NTN)",AMEX:NTN,Investor Activism,Announced,-,North Star Investment Management Corporation,-,IQTR592236251
