Artist Alpha Sort,Artist Begin Date,Artist Display Bio,Artist Display Name,Artist End Date,Artist Nationality,Artist Prefix,Artist Role,Symbolic Value KPI,Legality KPI ,Preservation KPI Materials,totalKPIs,Materials Classifying - Preservation KPI,If Null,CaseTotalKPI,Risk Assessment - Preservation KPI,City,Classification,Country,County,Credit Line,Culture,Department,Dimensions,Dynasty,Excavation,F45,F46,F47,F48,F49,Geography Type,Is Highlight,Is Public Domain,Link Resource,Locale,Locus,Medium,Metadata Date,Number of Records,Object Begin Date,Object Date,Object End Date,Object ID,ObjectName,ObjectNumber,Period,Portfolio,Region,Reign,Repository,Rights and Reproduction,Risk Assessment - Preservation KPI Part 2,River,State,Subregion,Tags,Title
,,,,,,,,0,0,1,9,Clay,7,Mid-Point,Asia-Pacific,,Ceramics,China,,"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960","Chinese, for American market",American Decorative Arts,Diam. 10 in. (25.4 cm),,,,,,,,Made in,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/7636,,,Porcelain,4/1/2019 8:00:02 AM,1,1860,ca. 1860–66,1866,7636,Soup dish,60.111.109,,,,,"Metropolitan Museum of Art, New York, NY",,7,,,,,Soup Dish
"Tiffany, Louis Comfort|Tiffany Studios ",1848      |1902,"American, New York 1848–1933 New York|1902–32",Louis Comfort Tiffany|Tiffany Studios,1933      |1932,American,Designed by,Designer|Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,New York,Metal,United States,,"Gift of Mrs. H. S. Mesick, 1962",American,American Decorative Arts,4 x 2 3/16 in. (10.2 x 5.6 cm),,,,,,,,Made in,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/7879,,,"Favrile glass, bronze",4/1/2019 8:00:02 AM,1,1907,ca. 1910–20,1920,7879,Stamp box,"62.233.18a, b",,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Calendars|Writing Implements|Trays,Stamp Box
W. H. T.,,,W. H. T.,9999,,Marked by,Maker,0,0,5,6,Metals,0,Mid-Point,Unknown,,Silver,,,"Bequest of Alphonso T. Clearwater, 1933",American,American Decorative Arts,"Overall: 5 5/16 x 7 3/8 x 4 1/2 in. (13.5 x 18.7 x 11.4 cm); 23 oz. 16 dwt. (740.5 g)
Cover: 1 7/8 x 5 7/8 x 4 in. (4.8 x 14.9 x 10.2 cm); 5 oz. 14 dwt. (176.9 g)
Body: 18 oz. 2 dwt. (563.6 g)",,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/7976,,,Silver,4/1/2019 8:00:02 AM,1,1822,ca. 1825,1825,7976,Sugar Bowl,"33.120.133a, b",,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Bowls,Sugar Bowl
"Ball, Tompkins and Black |Charters, Cann & Dunn",1839      |1848,active 1839–51|active 1848–1854,"Ball, Tompkins and Black|Charters, Cann & Dunn",1851      |1854,American,,Retailer|Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,New York,Silver,United States,,"Gift of Mr. and Mrs. Henry Mali, 1944",American,American Decorative Arts,"Overall: 7 1/4 x 8 7/16 x 5 5/8 in. (18.4 x 21.4 x 14.3 cm); 19 oz. 10 dwt. (605.7 g)
Body: H. 6 3/16 in. (15.7 cm); 16 oz. 15 dwt. (521.3 g)
Cover: H. 2 1/4 in. (5.7 cm); Diam. 3 3/16 in. (8.1 cm); 2 oz. 14 dwt. (84.4 g)",,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/7986,,,Silver,4/1/2019 8:00:02 AM,1,1848,1848–51,1851,7986,Sugar Bowl,"44.117.4a, b",,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Birds|Bowls,Sugar Bowl
Tiffany & Co.,1837,1837–present,Tiffany & Co.,9999,,,Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,New York,Silver,United States,,"Gift of a Friend of the Museum, 1897",American,American Decorative Arts,5/8 x 5 in. (1.6 x 12.7 cm); 1 oz. 10 dwt. (47 g),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/8022,,,Silver,4/1/2019 8:00:02 AM,1,1885,ca. 1888,1891,8022,Tongs,97.1.4,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Tools and Equipment,Sugar Tongs
"Sayre, Joel|Sayre, John",1778      |1771,1778–1818|1771–1852,Joel Sayre|John Sayre,1818      |1852,,,Maker|Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,New York,Silver,United States,,"Gift of Miss Annie-May Hegeman, 1928",American,American Decorative Arts,"Overall: H. 9 15/16 in. (25.2 cm); 11 oz. 13 dwt. (362.1 g)
Lip: Diam. 4 1/4 in. (10.8 cm)
Foot: 2 7/8 x 2 13/16 in. (7.3 x 7.1 cm)
Body: H. 6 1/16 in. (15.4 cm); 7 oz. 8 dwt. (230.9 g)
Cover: 4 x 4 in. (10.2 x 10.2 cm); 4 oz. 4 dwt. (131.2 g)
",,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/8024,,,Silver,4/1/2019 8:00:02 AM,1,1797,ca. 1800,1803,8024,Sugar Bowl,"28.94.1a, b",,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Inscriptions|Bowls,Sugar Bowl
"Eoff, Garrett",1779,1779–1845,Garrett Eoff,1845,,Probably,Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,New York,Silver,United States,,"Gift of Mrs. DeLancey Ward, 1942",American,American Decorative Arts,L. 8 7/8 in. (22.5 cm),,,,,,,,Made in,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/8110,,,Silver,4/1/2019 8:00:02 AM,1,1810,1810–20,1820,8110,Spoon,42.133,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,,Table Spoon
"Burt, Benjamin",1729,"American, Boston, Massachusetts 1729–1805 Boston, Massachusetts",Benjamin Burt,1805,American,,Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,Boston,Silver,United States,,"Gift of Charles K. Davis, 1946",American,American Decorative Arts,"Overall: 8 1/4 x 7 1/4 in. (21 x 18.4 cm); 29 oz. 9 oz. (915.2 g)
Lip: Diam. 4 1/2 in. (11.4 cm)
Base: Diam. 5 3/8 in. (13.7 cm)",,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/8187,,,Silver,4/1/2019 8:00:02 AM,1,1760,1763,1765,8187,Tankard,46.171.2,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Utilitarian Objects,Tankard
,,,,,,,,0,0,0,10,Man made material,9,Contentious,North America,Philadelphia,Furniture,United States,,"John Stewart Kennedy Fund, 1918",American,American Decorative Arts,H. 29 in. (73.7 cm); Diam. 37 in. (94 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/8271,,,Mahogany,4/1/2019 8:00:02 AM,1,1765,1765,1765,8271,Tilt-top tea table,18.110.13,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Tables,Tilt-top tea table
,,,,,,,,0,0,1,10,Clay,8,Contentious,Europe,,Ceramics,England,,"Harris Brisbane Dick Fund, 1938",British,American Decorative Arts,H. 4 1/8 in. (10.5 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/8338,,,Stoneware,4/1/2019 8:00:02 AM,1,1737,ca. 1740,1740,8338,Teapot,"38.165.6a, b",,,,,"Metropolitan Museum of Art, New York, NY",,8,,,,Leaves|Teapots,Teapot
"Geffroy, Nicholas",1761,1761–1839,Nicholas Geffroy,1839,,,Maker,0,0,5,15,Metals,9,Contenders for repatriation,North America,Newport,Silver,United States,,"Bequest of Alphonso T. Clearwater, 1933",American,American Decorative Arts,L. 5 1/2 in. (14 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/8727,,,Silver,4/1/2019 8:00:02 AM,1,1790,ca. 1795,1800,8727,Tongs,33.120.587,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,,Tongs
"Bakewell, Pears and Company ",1836,1836–1882,"Bakewell, Pears and Company",1882,,,Maker,0,0,1,11,Clay,9,Contentious,North America,Pittsburgh,Glass,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,American Decorative Arts,H. 3 3/4 in. (9.5 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9039,,,Pressed glass,4/1/2019 8:00:02 AM,1,1850,1850–70,1870,9039,Tumbler,46.140.103,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Drinking Glasses,Tumbler
,,,,,,,,0,0,1,11,Clay,9,Contentious,North America,,Glass,United States,,"Gift of Henry G. Schiff, 1980",American,American Decorative Arts,H. 2 7/8 in. (7.3 cm),,,,,,,,Made in,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/9133,,,Blown molded glass,4/1/2019 8:00:02 AM,1,1800,1800–1900,1900,9133,Tumbler,1980.502.20,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Drinking Glasses,Tumbler
"Hobbs, Brockunier and Company ",1863,1863–1891,"Hobbs, Brockunier and Company",1891,,Probably,Maker,0,0,1,11,Clay,9,Contentious,North America,Wheeling,Glass,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,American Decorative Arts,H. 2 3/4 in. (7 cm); Diam. 2 1/8 in. (5.4 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9146,,,Blown glass,4/1/2019 8:00:02 AM,1,1882,ca. 1885–87,1887,9146,Tumbler,46.140.514,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Drinking Glasses,Tumbler
,,,,,,,,0,0,1,11,Clay,9,Contentious,North America,,Glass,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,American Decorative Arts,H. 2 3/4 in. (7 cm); Diam. 2 11/16 in. (6.8 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9159,,,Pressed glass,4/1/2019 8:00:02 AM,1,1830,1830–70,1870,9159,Tumbler,46.140.198,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Drinking Glasses,Tumbler
"Saint-Gaudens, Augustus",1848,"American, Dublin 1848–1907 Cornish, New Hampshire",Augustus Saint-Gaudens,1907,American,,Maker,1,0,0,11,Man made material,9,Contentious,North America,New York,Architecture,United States,,"Gift of Mrs. Cornelius Vanderbilt II, 1925",American,American Decorative Arts,184 3/8 x 154 7/8 x 37 1/4 in. (468.3 x 393.4 x 94.6 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9195,,,"Marble, mosaic, oak, and cast iron",4/1/2019 8:00:02 AM,1,1881,ca. 1881–83,1883,9195,Mantelpiece,25.234,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Architecture|Caryatids|Garlands|Women,Vanderbilt Mantelpiece
,,,,,,,,0,0,1,11,Clay,9,Contentious,North America,Bennington,Ceramics,United States,,"Gift of Dr. Charles W. Green, 1947",American,American Decorative Arts,H. 6 1/8 in. (15.6 cm),,,,,,,,Probably made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9249,,,Parian porcelain,4/1/2019 8:00:02 AM,1,1830,1830–70,1870,9249,Vase,47.90.28,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Leaves|Vases,Vase
"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",1848      |1892,"American, New York 1848–1933 New York|American, 1892–1902",Louis Comfort Tiffany|Tiffany Glass and Decorating Company,1933      |1902,American,Designed by,Designer|Maker,0,0,1,11,Clay,9,Contentious,North America,,Glass,United States,,"Gift of H. O. Havemeyer, 1896",American,American Decorative Arts,H. 16 1/2 in. (41.9 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9394,,,Favrile glass,4/1/2019 8:00:02 AM,1,1893,1893–96,1896,9394,Vase,96.17.5,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Vases,Vase
,,,,,,,,0,0,1,11,Clay,9,Contentious,North America,,Glass,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,American Decorative Arts,H. 8 7/8 in. (22.5 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9516,,,Blown satin glass,4/1/2019 8:00:02 AM,1,1886,after 1885,1895,9516,Vase,46.140.251,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Zigzag Pattern|Vases,Vase
,,,,,,,,0,0,1,11,Clay,9,Contentious,North America,,Glass,United States,,"Gift of Henry G. Schiff, 1980",American,American Decorative Arts,H. 8 1/4 in. (21 cm),,,,,,,,Made in,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/9566,,,Free-blown aquamarine glass,4/1/2019 8:00:02 AM,1,1800,1800–1900,1900,9566,Vase,1980.502.8,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Vases,Vase
Richards and Hartley Flint Glass Co.,1867,ca. 1870–1890,Richards and Hartley Flint Glass Co.,1890,,,Maker,1,0,1,12,Clay,9,Contentious,North America,Tarentum,Glass,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,American Decorative Arts,H. 3 1/2 in. (8.9 cm); Diam. 3 in. (7.6 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9590,,,Pressed colorless and opalescent glass,4/1/2019 8:00:02 AM,1,1885,ca. 1888,1888,9590,Vigil light,46.140.392,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Lighting,Vigil Light
,,,,,,,,0,0,0,8,Other Organic Material,7,Mid-Point,Asia-Pacific,,Natural Substances,China,,"Cadwalader Fund, 1914",,American Decorative Arts,Dimensions unavailable,,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9661,,,"Paper, painted by hand and mounted on linen",4/1/2019 8:00:02 AM,1,1700,1700–1730,1730,9661,Wallpaper panel,"14.106.5a, b",,,,,"Metropolitan Museum of Art, New York, NY",,7,,,,Peacocks|Flowers,Wallpaper Panel
"Knowles, Taylor, and Knowles ",1870,1870–1929,"Knowles, Taylor, and Knowles",1929,,,Maker,0,0,1,11,Clay,9,Contentious,North America,East Liverpool,Ceramics,United States,,"Purchase, Anonymous Gift, 1968",American,American Decorative Arts,H. 3 1/2 in. (8.9 cm); W. 3 3/8 in. (8.6 cm); Diam. 1 1/8 in. (2.9 cm),,,,,,,,Made in,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/9793,,,Porcelain,4/1/2019 8:00:02 AM,1,1894,after 1893,1903,9793,Whimsy pitcher,68.186.1,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Pitchers,Whimsy Pitcher
"Jelliff, John",1813,1813–1893,John Jelliff,1893,American,Attributed to,Maker,0,0,0,10,Man made material,9,Contentious,North America,Newark,Architecture,United States,,"American Wing Restricted Building Fund, 1968",American,American Decorative Arts,Dimensions unavailable,,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9845,,,"Rosewood, gilt, and mother-of-pearl",4/1/2019 8:00:02 AM,1,1867,ca. 1870,1870,9845,Window cornice,68.143.8,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Architecture,Window Cornice
Jersey Glass Company,1824,1824–1862,Jersey Glass Company of George Dummer,1862,,Probably manufactured by,Manufacturer,0,0,1,11,Clay,9,Contentious,North America,Jersey City,Glass,United States,,"Gift of Berry B. Tracy, 1972",American,American Decorative Arts,H. 4 7/8 in. (12.4 cm); Diam. 2 7/8 in. (7.3 cm),,,,,,,,Made in,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/9966,,,Blown and cut glass,4/1/2019 8:00:02 AM,1,1824,ca. 1824–40,1840,9966,Wine glass,1972.266.6,,,,,"Metropolitan Museum of Art, New York, NY",,9,,,,Drinking Glasses,Wine glass
"Andrews, Ambrose",1801,"American, Stockbridge, Massachusetts 1801–1877 Palmyra, New York",Ambrose Andrews,1877,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896–1981), 1987",American,American Decorative Arts,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10077,,,Oil on canvas,4/1/2019 8:00:02 AM,1,1835,1835,1835,10077,Painting,1987.404,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Boys|Girls|Women|Playing|Family,The Children of Nathan Starr
"Bell, Clara Louise",1886,1886–1978,Clara Louise Bell,1978,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Gift of American Society of Miniature Painters, 1929",American,American Decorative Arts,Sight: 3 x 2 5/8 in. (7.6 x 6.7 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/10134,,,Watercolor on ivory,4/1/2019 8:00:02 AM,1,1922,1925,1925,10134,"Painting, miniature",29.174.1,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Portraits|Women,Laura Newell Veissi
"Bunner, Andrew Fisher",1841,1841–1897,Andrew Fisher Bunner,1897,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Drawings,,,"Gift of Mrs. Andrew Fisher Bunner, 1899",American,American Decorative Arts,9 5/16 x 12 3/8 in. (23.7 x 31.4 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10305,,,Black ink and graphite traces on off-white wove paper,4/1/2019 8:00:02 AM,1,1885,1885,1885,10305,Drawing,99.38.69,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Buildings|Bodies of Water|Canals|Boats,"Rio San Giacomo, Venice"
"Coates, Edmund C.",1837,active 1837–1872,Edmund C. Coates,1872,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954",American,American Decorative Arts,23 1/2 x 33 3/4 in. (59.7 x 85.7 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10492,,,Oil on canvas,4/1/2019 8:00:02 AM,1,1864,1864 or 1866,1866,10492,Painting,54.90.165,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Seascapes|Ships,Bay and Harbor of New York from Bedlow's Island
"Culverhouse, Johan Mengels",1820,1820–ca. 1891,Johan Mengels Culverhouse,1891,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Purchase, Rogers, Morris K. Jesup and Maria DeWitt Jesup Funds, and Charles and Anita Blatt Gift, 1974",American,American Decorative Arts,24 x 37 1/2 in. (61 x 95.3 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10590,,,Oil on canvas,4/1/2019 8:00:02 AM,1,1875,1875,1875,10590,Painting,1974.263,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men|Women|Ice Skating|Trees,Skating on the Wissahickon
"Cushman, George Hewitt",1814,1814–1876,George Hewitt Cushman,1876,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Fletcher Fund, 1937",American,American Decorative Arts,Sight: 4 3/8 x 3 1/4 in. (11.1 x 8.3 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10603,,,Watercolor on ivory,4/1/2019 8:00:02 AM,1,1853,ca. 1856,1856,10603,"Painting, miniature",37.176.1,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Girls|Portraits,Ida Cushman
"Davies, Arthur B.",1862,"American, Utica, New York 1862–1928 Florence",Arthur B. Davies,1928,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Drawings,,,"Bequest of Susan Dwight Bliss, 1966",American,American Decorative Arts,9 7/16 x 12 7/16 in. (24 x 31.6 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/10643,,,Watercolor and pastel on tan oatmeal laid paper,4/1/2019 8:00:02 AM,1,1862,,1928,10643,Watercolor,67.55.138,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Bodies of Water|Mountains|Boats,Coast Scene with Boat
"Davies, Arthur B.",1862,"American, Utica, New York 1862–1928 Florence",Arthur B. Davies,1928,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Drawings,,,"Gift of A. W. Bahr, 1958",American,American Decorative Arts,7 5/16 x 11 1/2 in. (18.6 x 29.2 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/10699,,,Pastel and graphite on blue wove paper,4/1/2019 8:00:02 AM,1,1862,,1928,10699,Drawing,58.21.65,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Trees,Tree Study
"Davies, Arthur B.",1862,"American, Utica, New York 1862–1928 Florence",Arthur B. Davies,1928,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967",American,American Decorative Arts,23 x 28 in. (58.4 x 71.1 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/10708,,,Oil on canvas,4/1/2019 8:00:02 AM,1,1901,ca. 1904,1904,10708,Painting,67.187.149,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Boys|Seas|Landscapes|Trees,Visions of the Sea
"Eakins, Thomas",1844,"American, Philadelphia, Pennsylvania 1844–1916 Philadelphia, Pennsylvania",Thomas Eakins,1916,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967",American,American Decorative Arts,14 1/4 x 10 1/4 in. (36.8 x 26 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10817,,,Oil on canvas,4/1/2019 8:00:02 AM,1,1892,ca. 1895,1895,10817,Painting,67.187.206,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men,James MacAlister (Sketch)
"Franks, William",1795,"active 1795–98, died 1798",William Franks,1798,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Rogers Fund, 1949",American,American Decorative Arts,Sight: 2 3/4 x 2 3/16 in. (7 x 5.6 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/10896,,,Watercolor on ivory,4/1/2019 8:00:02 AM,1,1792,ca. 1795,1795,10896,"Painting, miniature",49.67,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men|Portraits,Portrait of a Gentleman
"Keck, Charles",1875,"American, New York 1875–1951 New York",Charles Keck,1951,American,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Sculpture,,,"Gift of Mrs. Charles Keck, 1952",American,American Decorative Arts,20 1/4 x 18 1/4 x 9 3/4 in. (51.4 x 46.4 x 24.8 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/11288,,,Bronze,4/1/2019 8:00:02 AM,1,1901,ca. 1904,1907,11288,Bust,52.152,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men|Portraits,Elihu Vedder
"Miller, William Rickarby",1818,"American (born England), County Durham 1818–1893 Bronx, New York",William Rickarby Miller,1893,"American, born England",,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Drawings,,,"Gift of Mrs. A. M. Miller, 1893",American,American Decorative Arts,19 15/16 x 14 5/16 in. (50.6 x 36.4 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/11577,,,"Watercolor, gouache, and graphite on light green wove paper",4/1/2019 8:00:02 AM,1,1856,1856,1856,11577,Watercolor,93.24.3,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Bodies of Water|Trees,Catskill Clove
"Moulthrop, Reuben",1763,1763–1814,Reuben Moulthrop,1814,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Paintings,,,"Gift of Edgar William and Bernice Chrysler Garbisch, 1957",American,American Decorative Arts,36 1/4 x 29 3/4 in. (92.1 x 75.6 cm),,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/11611,,,Oil on canvas,4/1/2019 8:00:02 AM,1,1790,1790,1790,11611,Painting,65.254.2,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Portraits|Women,Sally Sanford Perit
"O'Donovan, William Rudolph",1844,1844–1920,William Rudolph O'Donovan,1920,,,Artist,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Sculpture,,,"Rogers Fund, 1923",American,American Decorative Arts,12 x 6 x 4 1/2 in. (30.5 x 15.2 x 11.4 cm),,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/11664,,,Bronze,4/1/2019 8:00:02 AM,1,1876,"1876, cast 1923",1923,11664,Bust,23.83,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Men|Portraits,Winslow Homer
