"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository","Tags"
"28.94.1a, b","False","True","8024","American Decorative Arts","Sugar Bowl","Sugar Bowl","American","","","","","Maker|Maker","","Joel Sayre|John Sayre","1778–1818|1771–1852","or","Sayre, Joel|Sayre, John","","1778      |1771      ","1818      |1852      ","ca. 1800","1797","1803","Silver","Overall: H. 9 15/16 in. (25.2 cm); 11 oz. 13 dwt. (362.1 g)
Lip: Diam. 4 1/4 in. (10.8 cm)
Foot: 2 7/8 x 2 13/16 in. (7.3 x 7.1 cm)
Body: H. 6 1/16 in. (15.4 cm); 7 oz. 8 dwt. (230.9 g)
Cover: 4 x 4 in. (10.2 x 10.2 cm); 4 oz. 4 dwt. (131.2 g)
","Gift of Miss Annie-May Hegeman, 1928","Made in","New York","","","United States","","","","","","","Silver","","http://www.metmuseum.org/art/collection/search/8024","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Inscriptions|Bowls"
"42.133","False","False","8110","American Decorative Arts","Spoon","Table Spoon","American","","","","","Maker","Probably","Garrett Eoff","1779–1845","","Eoff, Garrett","","1779      ","1845      ","1810–20","1810","1820","Silver","L. 8 7/8 in. (22.5 cm)","Gift of Mrs. DeLancey Ward, 1942","Made in","New York","","","United States","","","","","","","Silver","","http://www.metmuseum.org/art/collection/search/8110","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"46.171.2","False","True","8187","American Decorative Arts","Tankard","Tankard","American","","","","","Maker","","Benjamin Burt","American, Boston, Massachusetts 1729–1805 Boston, Massachusetts","","Burt, Benjamin","American","1729      ","1805      ","1763","1760","1765","Silver","Overall: 8 1/4 x 7 1/4 in. (21 x 18.4 cm); 29 oz. 9 oz. (915.2 g)
Lip: Diam. 4 1/2 in. (11.4 cm)
Base: Diam. 5 3/8 in. (13.7 cm)","Gift of Charles K. Davis, 1946","Made in","Boston","","","United States","","","","","","","Silver","","http://www.metmuseum.org/art/collection/search/8187","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Utilitarian Objects"
"18.110.13","False","True","8271","American Decorative Arts","Tilt-top tea table","Tilt-top tea table","American","","","","","","","","","","","","","","1765","1765","1765","Mahogany","H. 29 in. (73.7 cm); Diam. 37 in. (94 cm)","John Stewart Kennedy Fund, 1918","Made in","Philadelphia","","","United States","","","","","","","Furniture","","http://www.metmuseum.org/art/collection/search/8271","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Tables"
"38.165.6a, b","False","True","8338","American Decorative Arts","Teapot","Teapot","British","","","","","","","","","","","","","","ca. 1740","1737","1740","Stoneware","H. 4 1/8 in. (10.5 cm)","Harris Brisbane Dick Fund, 1938","Made in","","","","England","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/8338","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Leaves|Teapots"
"33.120.587","False","True","8727","American Decorative Arts","Tongs","Tongs","American","","","","","Maker","","Nicholas Geffroy","1761–1839","","Geffroy, Nicholas","","1761      ","1839      ","ca. 1795","1790","1800","Silver","L. 5 1/2 in. (14 cm)","Bequest of Alphonso T. Clearwater, 1933","Made in","Newport","","","United States","","","","","","","Silver","","http://www.metmuseum.org/art/collection/search/8727","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"46.140.103","False","True","9039","American Decorative Arts","Tumbler","Tumbler","American","","","","","Maker","","Bakewell, Pears and Company","1836–1882","","Bakewell, Pears and Company ","","1836      ","1882      ","1850–70","1850","1870","Pressed glass","H. 3 3/4 in. (9.5 cm)","Gift of Mrs. Emily Winthrop Miles, 1946","Made in","Pittsburgh","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9039","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Drinking Glasses"
"1980.502.20","False","False","9133","American Decorative Arts","Tumbler","Tumbler","American","","","","","","","","","","","","","","1800–1900","1800","1900","Blown molded glass","H. 2 7/8 in. (7.3 cm)","Gift of Henry G. Schiff, 1980","Made in","","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9133","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Drinking Glasses"
"46.140.514","False","True","9146","American Decorative Arts","Tumbler","Tumbler","American","","","","","Maker","Probably","Hobbs, Brockunier and Company","1863–1891","","Hobbs, Brockunier and Company ","","1863      ","1891      ","ca. 1885–87","1882","1887","Blown glass","H. 2 3/4 in. (7 cm); Diam. 2 1/8 in. (5.4 cm)","Gift of Mrs. Emily Winthrop Miles, 1946","Made in","Wheeling","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9146","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Drinking Glasses"
"46.140.198","False","True","9159","American Decorative Arts","Tumbler","Tumbler","American","","","","","","","","","","","","","","1830–70","1830","1870","Pressed glass","H. 2 3/4 in. (7 cm); Diam. 2 11/16 in. (6.8 cm)","Gift of Mrs. Emily Winthrop Miles, 1946","Made in","","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9159","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Drinking Glasses"
"25.234","False","True","9195","American Decorative Arts","Mantelpiece","Vanderbilt Mantelpiece","American","","","","","Maker","","Augustus Saint-Gaudens","American, Dublin 1848–1907 Cornish, New Hampshire","","Saint-Gaudens, Augustus","American","1848      ","1907      ","ca. 1881–83","1881","1883","Marble, mosaic, oak, and cast iron","184 3/8 x 154 7/8 x 37 1/4 in. (468.3 x 393.4 x 94.6 cm)","Gift of Mrs. Cornelius Vanderbilt II, 1925","Made in","New York","","","United States","","","","","","","Architecture","","http://www.metmuseum.org/art/collection/search/9195","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Architecture|Caryatids|Garlands|Women"
"47.90.28","False","True","9249","American Decorative Arts","Vase","Vase","American","","","","","","","","","","","","","","1830–70","1830","1870","Parian porcelain","H. 6 1/8 in. (15.6 cm)","Gift of Dr. Charles W. Green, 1947","Probably made in","Bennington","","","United States","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/9249","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Leaves|Vases"
"96.17.5","False","True","9394","American Decorative Arts","Vase","Vase","American","","","","","Designer|Maker","Designed by","Louis Comfort Tiffany|Tiffany Glass and Decorating Company","American, New York 1848–1933 New York|American, 1892–1902","","Tiffany, Louis Comfort|Tiffany Glass and Decorating Company","American","1848      |1892      ","1933      |1902      ","1893–96","1893","1896","Favrile glass","H. 16 1/2 in. (41.9 cm)","Gift of H. O. Havemeyer, 1896","Made in","","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9394","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Vases"
"46.140.251","False","True","9516","American Decorative Arts","Vase","Vase","American","","","","","","","","","","","","","","after 1885","1886","1895","Blown satin glass","H. 8 7/8 in. (22.5 cm)","Gift of Mrs. Emily Winthrop Miles, 1946","Made in","","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9516","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Zigzag Pattern|Vases"
"1980.502.8","False","False","9566","American Decorative Arts","Vase","Vase","American","","","","","","","","","","","","","","1800–1900","1800","1900","Free-blown aquamarine glass","H. 8 1/4 in. (21 cm)","Gift of Henry G. Schiff, 1980","Made in","","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9566","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Vases"
"46.140.392","False","True","9590","American Decorative Arts","Vigil light","Vigil Light","American","","","","","Maker","","Richards and Hartley Flint Glass Co.","ca. 1870–1890","","Richards and Hartley Flint Glass Co. ","","1867      ","1890      ","ca. 1888","1885","1888","Pressed colorless and opalescent glass","H. 3 1/2 in. (8.9 cm); Diam. 3 in. (7.6 cm)","Gift of Mrs. Emily Winthrop Miles, 1946","Made in","Tarentum","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9590","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Lighting"
"14.106.5a, b","False","True","9661","American Decorative Arts","Wallpaper panel","Wallpaper Panel","","","","","","","","","","","","","","","1700–1730","1700","1730","Paper, painted by hand and mounted on linen","Dimensions unavailable","Cadwalader Fund, 1914","Made in","","","","China","","","","","","","Natural Substances","","http://www.metmuseum.org/art/collection/search/9661","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Peacocks|Flowers"
"68.186.1","False","False","9793","American Decorative Arts","Whimsy pitcher","Whimsy Pitcher","American","","","","","Maker","","Knowles, Taylor, and Knowles","1870–1929","","Knowles, Taylor, and Knowles ","","1870      ","1929      ","after 1893","1894","1903","Porcelain","H. 3 1/2 in. (8.9 cm); W. 3 3/8 in. (8.6 cm); Diam. 1 1/8 in. (2.9 cm)","Purchase, Anonymous Gift, 1968","Made in","East Liverpool","","","United States","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/9793","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Pitchers"
"68.143.8","False","True","9845","American Decorative Arts","Window cornice","Window Cornice","American","","","","","Maker","Attributed to","John Jelliff","1813–1893","","Jelliff, John","American","1813      ","1893      ","ca. 1870","1867","1870","Rosewood, gilt, and mother-of-pearl","Dimensions unavailable","American Wing Restricted Building Fund, 1968","Made in","Newark","","","United States","","","","","","","Architecture","","http://www.metmuseum.org/art/collection/search/9845","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Architecture"
"1972.266.6","False","True","9966","American Decorative Arts","Wine glass","Wine glass","American","","","","","Manufacturer","Probably manufactured by","Jersey Glass Company of George Dummer","1824–1862","","Jersey Glass Company ","","1824      ","1862      ","ca. 1824–40","1824","1840","Blown and cut glass","H. 4 7/8 in. (12.4 cm); Diam. 2 7/8 in. (7.3 cm)","Gift of Berry B. Tracy, 1972","Made in","Jersey City","","","United States","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/9966","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Drinking Glasses"
"1987.404","False","True","10077","American Decorative Arts","Painting","The Children of Nathan Starr","American","","","","","Artist","","Ambrose Andrews","American, Stockbridge, Massachusetts 1801–1877 Palmyra, New York","","Andrews, Ambrose","American","1801      ","1877      ","1835","1835","1835","Oil on canvas","28 3/8 x 36 1/2 in. (72.1 x 92.7 cm)","Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896–1981), 1987","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10077","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Boys|Girls|Women|Playing|Family"
"29.174.1","False","False","10134","American Decorative Arts","Painting, miniature","Laura Newell Veissi","American","","","","","Artist","","Clara Louise Bell","1886–1978","","Bell, Clara Louise","","1886      ","1978      ","1925","1922","1925","Watercolor on ivory","Sight: 3 x 2 5/8 in. (7.6 x 6.7 cm)","Gift of American Society of Miniature Painters, 1929","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10134","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Portraits|Women"
"99.38.69","False","True","10305","American Decorative Arts","Drawing","Rio San Giacomo, Venice","American","","","","","Artist","","Andrew Fisher Bunner","1841–1897","","Bunner, Andrew Fisher","","1841      ","1897      ","1885","1885","1885","Black ink and graphite traces on off-white wove paper","9 5/16 x 12 3/8 in. (23.7 x 31.4 cm)","Gift of Mrs. Andrew Fisher Bunner, 1899","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/10305","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Buildings|Bodies of Water|Canals|Boats"
"54.90.165","False","True","10492","American Decorative Arts","Painting","Bay and Harbor of New York from Bedlow's Island","American","","","","","Artist","","Edmund C. Coates","active 1837–1872","","Coates, Edmund C.","","1837      ","1872      ","1864 or 1866","1864","1866","Oil on canvas","23 1/2 x 33 3/4 in. (59.7 x 85.7 cm)","The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10492","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Seascapes|Ships"
"1974.263","False","True","10590","American Decorative Arts","Painting","Skating on the Wissahickon","American","","","","","Artist","","Johan Mengels Culverhouse","1820–ca. 1891","","Culverhouse, Johan Mengels","","1820      ","1891      ","1875","1875","1875","Oil on canvas","24 x 37 1/2 in. (61 x 95.3 cm)","Purchase, Rogers, Morris K. Jesup and Maria DeWitt Jesup Funds, and Charles and Anita Blatt Gift, 1974","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10590","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Men|Women|Ice Skating|Trees"
"37.176.1","False","True","10603","American Decorative Arts","Painting, miniature","Ida Cushman","American","","","","","Artist","","George Hewitt Cushman","1814–1876","","Cushman, George Hewitt","","1814      ","1876      ","ca. 1856","1853","1856","Watercolor on ivory","Sight: 4 3/8 x 3 1/4 in. (11.1 x 8.3 cm)","Fletcher Fund, 1937","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10603","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Girls|Portraits"
"67.55.138","False","False","10643","American Decorative Arts","Watercolor","Coast Scene with Boat","American","","","","","Artist","","Arthur B. Davies","American, Utica, New York 1862–1928 Florence","","Davies, Arthur B.","American","1862      ","1928      ","","1862","1928","Watercolor and pastel on tan oatmeal laid paper","9 7/16 x 12 7/16 in. (24 x 31.6 cm)","Bequest of Susan Dwight Bliss, 1966","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/10643","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Bodies of Water|Mountains|Boats"
"58.21.65","False","False","10699","American Decorative Arts","Drawing","Tree Study","American","","","","","Artist","","Arthur B. Davies","American, Utica, New York 1862–1928 Florence","","Davies, Arthur B.","American","1862      ","1928      ","","1862","1928","Pastel and graphite on blue wove paper","7 5/16 x 11 1/2 in. (18.6 x 29.2 cm)","Gift of A. W. Bahr, 1958","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/10699","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Trees"
"67.187.149","False","False","10708","American Decorative Arts","Painting","Visions of the Sea","American","","","","","Artist","","Arthur B. Davies","American, Utica, New York 1862–1928 Florence","","Davies, Arthur B.","American","1862      ","1928      ","ca. 1904","1901","1904","Oil on canvas","23 x 28 in. (58.4 x 71.1 cm)","Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10708","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Boys|Seas|Landscapes|Trees"
"67.187.206","False","True","10817","American Decorative Arts","Painting","James MacAlister (Sketch)","American","","","","","Artist","","Thomas Eakins","American, Philadelphia, Pennsylvania 1844–1916 Philadelphia, Pennsylvania","","Eakins, Thomas","American","1844      ","1916      ","ca. 1895","1892","1895","Oil on canvas","14 1/4 x 10 1/4 in. (36.8 x 26 cm)","Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/10817","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Men"
